Name,City,Income,Credit Score,Loan Amount,Years Employed,Loan Approved,Income to Loan Ratio,Credit Band,Employment Band,Income Band ,Approval Flag,Risk Indicator 
Maureen Bailey,Daymouth,57802,411,6624,11,No,9,Poor,10+ Years,40k–59k,0,Medium
Sylvia Nielsen,Gonzalezmouth,76507,366,21793,21,No,4,Poor,10+ Years,60k–79k,0,Medium
Katelyn Park DDS,Shawnside,134573,459,31799,9,No,4,Poor,6–10 Years,100k+,0,Medium
Erica Johnson,Brownstad,63862,740,32025,13,Yes,2,Good,10+ Years,60k–79k,1,Low
Sean Cisneros,Nelsonburgh,74608,385,10288,4,No,7,Poor,3–5 Years,60k–79k,0,Medium
Brad Russo,Savagehaven,66655,519,44885,16,No,1,Poor,10+ Years,60k–79k,0,Medium
Anthony Jacobson,Petersonport,145385,468,14015,22,Yes,10,Poor,10+ Years,100k+,1,Medium
Karen Nichols,Lake Samuel,108139,698,1650,35,Yes,66,Fair,10+ Years,100k+,1,Medium
Linda Miller,West Elizabeth,121905,624,1929,9,Yes,63,Fair,6–10 Years,100k+,1,Medium
Taylor Porter,Danielchester,145357,569,35124,0,No,4,Poor,0–2 Years,100k+,0,Medium
Terri Mathews DDS,North Jefferyborough,66211,730,46642,34,Yes,1,Good,10+ Years,60k–79k,1,Medium
Lindsay Robinson,East Teresa,102848,314,25265,23,No,4,Poor,10+ Years,100k+,0,Medium
Steven Shaw,Lake Victormouth,31330,723,27895,22,No,1,Good,10+ Years,<40k,0,Medium
Joshua Mills,Danielburgh,97715,769,29074,23,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Kurt Daniels,Mitchellchester,55042,590,47012,39,No,1,Poor,10+ Years,40k–59k,0,Medium
Susan Garcia,Port Maryland,41221,316,41387,26,No,1,Poor,10+ Years,40k–59k,0,Medium
Paul Hanson,Lake Seanshire,61635,333,44759,18,No,1,Poor,10+ Years,60k–79k,0,Medium
Christy Frank,Wilsonfort,124381,427,23977,29,No,5,Poor,10+ Years,100k+,0,Medium
Robert Padilla,Smithstad,83271,529,34263,18,No,2,Poor,10+ Years,80k–99k,0,Medium
Matthew Parker,Nuneztown,94038,724,3141,0,Yes,30,Good,0–2 Years,80k–99k,1,Low
Richard Randall,Matthewshire,102768,740,16848,35,Yes,6,Good,10+ Years,100k+,1,Low
Cheryl Newman,Port Sarahchester,129374,431,42698,24,No,3,Poor,10+ Years,100k+,0,Medium
Carrie Strong,South Jerry,61499,429,34046,7,No,2,Poor,6–10 Years,60k–79k,0,Medium
Rachel Cameron,Maryburgh,120519,630,14353,5,Yes,8,Fair,3–5 Years,100k+,1,Medium
Jeffrey Fuller,North Christine,92402,380,38473,24,No,2,Poor,10+ Years,80k–99k,0,Medium
Nicholas Lucero,Jacobbury,114659,604,13702,34,Yes,8,Fair,10+ Years,100k+,1,Medium
Molly Roman,Townsendton,123302,581,6437,9,Yes,19,Poor,6–10 Years,100k+,1,Medium
Margaret Riley,North Stephenville,94332,409,10295,18,No,9,Poor,10+ Years,80k–99k,0,Medium
Christopher Jones,Robertaborough,88743,700,7597,31,Yes,12,Good,10+ Years,80k–99k,1,Low
Jennifer Tucker,East Gracefurt,133931,621,42520,28,Yes,3,Fair,10+ Years,100k+,1,Medium
Keith Obrien,North Theresastad,32260,795,41239,38,Yes,1,Excellent,10+ Years,<40k,1,Medium
Brooke Harmon,East Catherineside,42196,323,34947,32,No,1,Poor,10+ Years,40k–59k,0,Medium
Cindy Diaz,North Mark,68566,525,6468,8,No,11,Poor,6–10 Years,60k–79k,0,Medium
John Ashley,Jeanport,59045,778,49837,31,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Travis Nielsen,Geraldview,83005,702,7743,37,Yes,11,Good,10+ Years,80k–99k,1,Low
Laurie Martin,Lake Tony,120673,756,28770,38,Yes,4,Excellent,10+ Years,100k+,1,Low
Rose Dean,Pattersonshire,61890,661,25507,40,No,2,Fair,10+ Years,60k–79k,0,Medium
Joanna Preston,Brendaport,70135,843,24085,25,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Christopher Morris,West John,117026,520,44054,23,No,3,Poor,10+ Years,100k+,0,Medium
Richard Martinez,Haleymouth,106225,518,31498,36,No,3,Poor,10+ Years,100k+,0,Medium
Stephanie Hoffman,Campbellborough,78368,839,15251,6,Yes,5,Excellent,6–10 Years,60k–79k,1,Low
Michelle Shah,New Patriciachester,92031,745,21826,20,Yes,4,Good,10+ Years,80k–99k,1,Low
Anthony Snyder,West Robertville,102544,763,12215,38,Yes,8,Excellent,10+ Years,100k+,1,Low
James Ray,Andrewshire,99588,304,31262,18,No,3,Poor,10+ Years,80k–99k,0,Medium
Walter Johnson,West Deannaland,75056,781,7233,26,Yes,10,Excellent,10+ Years,60k–79k,1,Low
Denise Molina,Millermouth,85771,805,41129,3,Yes,2,Excellent,3–5 Years,80k–99k,1,Low
Michael Gibson,Port Nathanielville,127771,329,15681,3,No,8,Poor,3–5 Years,100k+,0,Medium
Brenda Holder,Perezland,102140,495,48455,23,No,2,Poor,10+ Years,100k+,0,Medium
Amy Ware,North Brandonport,73357,376,18283,21,No,4,Poor,10+ Years,60k–79k,0,Medium
Rebecca Gray,East Brandy,76112,422,9276,20,No,8,Poor,10+ Years,60k–79k,0,Medium
Nicole Barron,Walshville,122124,834,35576,15,Yes,3,Excellent,10+ Years,100k+,1,Low
Mary Bray,Kendrafort,89473,531,7016,16,No,13,Poor,10+ Years,80k–99k,0,Medium
Michelle Gomez,Lake Deborah,65509,510,46545,4,No,1,Poor,3–5 Years,60k–79k,0,Medium
Johnny Lewis,South Lori,70189,492,32958,6,No,2,Poor,6–10 Years,60k–79k,0,Medium
Robert Gill,Kathleenport,62951,764,43945,9,Yes,1,Excellent,6–10 Years,60k–79k,1,Medium
Ashley Anderson,Paulmouth,60217,825,14305,25,Yes,4,Excellent,10+ Years,60k–79k,1,Low
Donald Martin,Stephanieshire,45814,404,10652,29,No,4,Poor,10+ Years,40k–59k,0,Medium
Natasha Allen,Lopeztown,124540,787,44377,33,Yes,3,Excellent,10+ Years,100k+,1,Low
Derek Mcintosh,West Ryanberg,55242,706,33911,27,Yes,2,Good,10+ Years,40k–59k,1,Low
Amy Nelson,North Deborahchester,71359,498,20267,12,No,4,Poor,10+ Years,60k–79k,0,Medium
Kirk Moreno,Stoneville,45670,351,43358,15,No,1,Poor,10+ Years,40k–59k,0,Medium
Colleen Brown,New Josephland,127370,844,7621,17,Yes,17,Excellent,10+ Years,100k+,1,Low
Manuel Baldwin,Longbury,100236,574,33451,13,No,3,Poor,10+ Years,100k+,0,Medium
Dalton Walsh,Jessicaville,129901,489,33980,39,No,4,Poor,10+ Years,100k+,0,Medium
Eric Knox,East Leslie,120461,371,11921,11,Yes,10,Poor,10+ Years,100k+,1,Medium
Jesse Rivers,Pattersontown,54267,481,18290,4,No,3,Poor,3–5 Years,40k–59k,0,Medium
Philip Smith,Tarashire,55105,301,33001,15,No,2,Poor,10+ Years,40k–59k,0,Medium
Andrew Smith,Maryhaven,58361,815,11964,9,Yes,5,Excellent,6–10 Years,40k–59k,1,Low
Ariel Lara,Shaunstad,126810,563,44477,31,No,3,Poor,10+ Years,100k+,0,Medium
Jimmy Carey,Jenniferhaven,93464,795,8389,17,Yes,11,Excellent,10+ Years,80k–99k,1,Low
Monica Smith,Chaseberg,66241,665,33625,1,No,2,Fair,0–2 Years,60k–79k,0,Medium
Patrick Mcpherson,Jamieland,124972,498,25758,40,No,5,Poor,10+ Years,100k+,0,Medium
Donald Sims,Archerhaven,107278,479,18387,22,No,6,Poor,10+ Years,100k+,0,Medium
Jeanne Butler,Kyleton,129641,832,46995,21,Yes,3,Excellent,10+ Years,100k+,1,Low
Barbara Pope,Keithtown,98765,810,45926,9,Yes,2,Excellent,6–10 Years,80k–99k,1,Low
Chris Levy,West Tommy,108222,366,20315,0,No,5,Poor,0–2 Years,100k+,0,Medium
Daniel Petersen,North Tracytown,67093,740,24085,0,Yes,3,Good,0–2 Years,60k–79k,1,Low
Chad Koch,North Jennifer,43176,446,49041,12,No,1,Poor,10+ Years,40k–59k,0,Medium
Thomas Carter,South Sarahbury,139134,695,28693,25,Yes,5,Fair,10+ Years,100k+,1,Medium
Annette Green,Carlaburgh,55443,746,45493,20,Yes,1,Good,10+ Years,40k–59k,1,Medium
Brenda Saunders,Derekside,68829,504,20730,19,No,3,Poor,10+ Years,60k–79k,0,Medium
Keith Fuller,South Kimberly,59816,747,7294,8,Yes,8,Good,6–10 Years,40k–59k,1,Low
Melissa Gordon,Taylorchester,77301,777,28558,26,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Thomas Johnson,Davisberg,53519,609,16902,37,No,3,Fair,10+ Years,40k–59k,0,Medium
Bethany Daniels,Brianfurt,69618,428,27407,0,No,3,Poor,0–2 Years,60k–79k,0,Medium
Phillip Holmes,North Brianville,31854,641,39950,6,No,1,Fair,6–10 Years,<40k,0,Medium
Krystal Vaughn,North Joyhaven,122801,354,46978,13,No,3,Poor,10+ Years,100k+,0,Medium
Kristina Coffey,East Patty,100010,458,20719,40,No,5,Poor,10+ Years,100k+,0,Medium
William Smith,Hansonborough,46591,417,5400,0,No,9,Poor,0–2 Years,40k–59k,0,Medium
Spencer Meyer,East Dale,65954,325,34148,28,No,2,Poor,10+ Years,60k–79k,0,Medium
Timothy Evans,Mcgrathbury,35965,566,41157,28,No,1,Poor,10+ Years,<40k,0,Medium
Lisa Reynolds,East Donaldbury,37146,474,34522,34,No,1,Poor,10+ Years,<40k,0,Medium
John Roberts,New Trevorview,102529,700,26285,6,Yes,4,Good,6–10 Years,100k+,1,Low
Robert Hernandez,Stephenshire,68290,698,1722,37,Yes,40,Fair,10+ Years,60k–79k,1,Medium
Matthew Barry,Williamsstad,121411,442,31664,29,No,4,Poor,10+ Years,100k+,0,Medium
William Howard,West Rachel,46551,837,26599,32,Yes,2,Excellent,10+ Years,40k–59k,1,Low
Matthew Bell,Stephenberg,113606,585,44151,19,Yes,3,Poor,10+ Years,100k+,1,Medium
Andrea Franco,Bennettfort,143830,484,38751,32,No,4,Poor,10+ Years,100k+,0,Medium
Kelly Anderson,Briannashire,128669,656,39305,39,Yes,3,Fair,10+ Years,100k+,1,Medium
Andrea Johnson,East Colin,94340,408,33730,30,No,3,Poor,10+ Years,80k–99k,0,Medium
David Ingram,North Rachel,43446,478,48720,24,No,1,Poor,10+ Years,40k–59k,0,Medium
Jennifer Brown,Dannyland,144389,752,25531,38,Yes,6,Excellent,10+ Years,100k+,1,Low
Alyssa Thompson,Lake Shannonberg,31607,504,13826,16,No,2,Poor,10+ Years,<40k,0,Medium
Michael Perez DDS,Cervantesborough,105243,388,39149,1,No,3,Poor,0–2 Years,100k+,0,Medium
Mary Harris,North Michael,67268,717,38243,34,Yes,2,Good,10+ Years,60k–79k,1,Low
Gina Fleming,Leeborough,91524,785,33823,22,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Steven Castaneda,South Ronaldfurt,92746,372,38299,5,No,2,Poor,3–5 Years,80k–99k,0,Medium
Joseph Garcia,Hallside,87733,638,2477,14,Yes,35,Fair,10+ Years,80k–99k,1,Medium
Donna Clayton,Warnerland,74657,461,19878,4,No,4,Poor,3–5 Years,60k–79k,0,Medium
Dana Holmes,Reginaldton,54164,413,39192,30,No,1,Poor,10+ Years,40k–59k,0,Medium
Victoria Delgado,West Robertborough,36734,642,4892,8,No,8,Fair,6–10 Years,<40k,0,Medium
Robert Rivera,East Trevorshire,63092,336,23665,4,No,3,Poor,3–5 Years,60k–79k,0,Medium
Linda Salazar,New Timothyberg,142947,577,48404,2,No,3,Poor,0–2 Years,100k+,0,Medium
Jonathan Perez,Ryanport,92616,533,2405,3,No,39,Poor,3–5 Years,80k–99k,0,Medium
Richard Gonzalez,Flemingtown,44953,793,4417,24,Yes,10,Excellent,10+ Years,40k–59k,1,Low
Melissa Jordan,Dunnville,137756,748,8732,39,Yes,16,Good,10+ Years,100k+,1,Low
Mrs. Cheryl Kim,East Jesseshire,38564,310,15884,26,No,2,Poor,10+ Years,<40k,0,Medium
Stacy Mcguire,Port Alexisbury,82521,358,6020,3,No,14,Poor,3–5 Years,80k–99k,0,Medium
Christopher Williams,Carriebury,94454,599,9501,38,Yes,10,Poor,10+ Years,80k–99k,1,Medium
Matthew Douglas,West Shawnaborough,39710,806,47219,22,Yes,1,Excellent,10+ Years,<40k,1,Medium
Shannon Wallace,Shellyside,105631,599,43837,15,Yes,2,Poor,10+ Years,100k+,1,Medium
Debra Wolfe,North Michaelchester,112502,797,19335,5,Yes,6,Excellent,3–5 Years,100k+,1,Low
Chad Daugherty,West Judy,119974,515,9044,23,Yes,13,Poor,10+ Years,100k+,1,Medium
Rachel Johnson,Lake Scott,37026,764,8486,1,No,4,Excellent,0–2 Years,<40k,0,Low
Mr. Donald Cruz PhD,North Joshuafurt,49887,807,2235,24,Yes,22,Excellent,10+ Years,40k–59k,1,Low
Andrew Harris,Lake Ryan,49555,353,44280,19,No,1,Poor,10+ Years,40k–59k,0,Medium
Phillip Pineda,Sandraview,136318,521,2792,21,Yes,49,Poor,10+ Years,100k+,1,Medium
Lisa Glenn,Port Danielfurt,103772,594,36046,29,Yes,3,Poor,10+ Years,100k+,1,Medium
Nathan Mack,Franciscofurt,69824,778,49865,15,Yes,1,Excellent,10+ Years,60k–79k,1,Medium
Adrian Marsh,Christopherbury,41164,602,23120,36,No,2,Fair,10+ Years,40k–59k,0,Medium
Luis Ward,Kimberlytown,62530,427,21112,36,No,3,Poor,10+ Years,60k–79k,0,Medium
Sara Abbott,Fordmouth,45525,309,31568,2,No,1,Poor,0–2 Years,40k–59k,0,Medium
Karen Richard,South Brian,103147,381,19117,39,No,5,Poor,10+ Years,100k+,0,Medium
Tiffany Alexander,Katieview,130197,565,33435,8,No,4,Poor,6–10 Years,100k+,0,Medium
Christopher Pitts,East Dannyton,84548,488,45855,32,No,2,Poor,10+ Years,80k–99k,0,Medium
Lauren Williams,North Stephanie,109471,565,17871,1,No,6,Poor,0–2 Years,100k+,0,Medium
Shannon Gomez,New Jimmyville,108135,379,34222,28,No,3,Poor,10+ Years,100k+,0,Medium
Billy Harris,Mariachester,133643,373,43066,27,No,3,Poor,10+ Years,100k+,0,Medium
Briana Nguyen,Matthewchester,111057,683,31846,18,Yes,3,Fair,10+ Years,100k+,1,Medium
Caitlin Williams,New Anthony,59581,516,21519,32,No,3,Poor,10+ Years,40k–59k,0,Medium
Natalie Logan,Shelbyfurt,131671,333,44061,9,No,3,Poor,6–10 Years,100k+,0,Medium
Zachary Miller,East Arianashire,98494,728,36321,7,Yes,3,Good,6–10 Years,80k–99k,1,Low
Kelsey Williams,Hopkinshaven,79856,751,21770,17,Yes,4,Excellent,10+ Years,60k–79k,1,Low
Kenneth Bartlett,Johnstad,89049,536,30872,20,No,3,Poor,10+ Years,80k–99k,0,Medium
Shirley Cox,Annland,149079,670,43816,30,Yes,3,Fair,10+ Years,100k+,1,Medium
Joann Barnes,New John,88028,717,45178,37,Yes,2,Good,10+ Years,80k–99k,1,Low
Lisa Flynn,Leeland,68974,718,28592,32,Yes,2,Good,10+ Years,60k–79k,1,Low
Ms. Mackenzie Barton,South Alexis,142743,423,28435,16,No,5,Poor,10+ Years,100k+,0,Medium
Michelle Harrison,East Mollychester,107139,324,46222,10,No,2,Poor,6–10 Years,100k+,0,Medium
Brandi Camacho DVM,Gomezfurt,86207,547,47660,18,No,2,Poor,10+ Years,80k–99k,0,Medium
Steven Villanueva,Lake Brandonstad,70026,759,27796,40,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Ruben Roberts,Gravesburgh,104531,821,6491,9,Yes,16,Excellent,6–10 Years,100k+,1,Low
Linda Wood,Graymouth,111399,480,34336,37,No,3,Poor,10+ Years,100k+,0,Medium
Raymond Hall,Petersonshire,37894,830,35419,37,Yes,1,Excellent,10+ Years,<40k,1,Medium
Tanya Mitchell,Floresburgh,109905,446,3748,13,Yes,29,Poor,10+ Years,100k+,1,Medium
Donald Hobbs,Coryport,127004,469,8769,18,Yes,14,Poor,10+ Years,100k+,1,Medium
Jeffrey Mcclure,Sheilaview,43006,408,16183,17,No,3,Poor,10+ Years,40k–59k,0,Medium
Daniel Roberson,North Carmen,129973,340,36378,34,No,4,Poor,10+ Years,100k+,0,Medium
Adriana Wall,West Jamesshire,57235,736,48978,28,Yes,1,Good,10+ Years,40k–59k,1,Medium
Sandra Phillips,Lake Jasmineville,111987,755,29328,31,Yes,4,Excellent,10+ Years,100k+,1,Low
Sean Kaiser,West Lindabury,57659,376,22437,10,No,3,Poor,6–10 Years,40k–59k,0,Medium
Desiree Mccoy,Lake Haileyton,64687,743,7582,33,Yes,9,Good,10+ Years,60k–79k,1,Low
Ryan Guerrero,Lake Courtneybury,116563,440,39426,24,No,3,Poor,10+ Years,100k+,0,Medium
Connie Gonzalez,Hernandezburgh,40641,808,19520,8,Yes,2,Excellent,6–10 Years,40k–59k,1,Low
Shawn Tapia,North Ryan,50585,802,37551,39,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Christopher Barnes,Christinashire,61439,540,42793,22,No,1,Poor,10+ Years,60k–79k,0,Medium
Mr. Christopher Evans,West Elizabeth,52782,801,42289,25,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Kimberly Phillips,North Sydney,102350,594,28498,28,Yes,4,Poor,10+ Years,100k+,1,Medium
Matthew Wilson,Huberville,39838,655,46676,25,No,1,Fair,10+ Years,<40k,0,Medium
Patricia Webb,Burkebury,50517,329,20066,17,No,3,Poor,10+ Years,40k–59k,0,Medium
Stacy Patton,New Kelseyview,30350,625,27950,25,No,1,Fair,10+ Years,<40k,0,Medium
Jessica Green,West Toddbury,83545,647,42698,2,No,2,Fair,0–2 Years,80k–99k,0,Medium
Jason Armstrong,New Jamie,89048,412,41193,39,No,2,Poor,10+ Years,80k–99k,0,Medium
Larry Smith,Port Nicholasmouth,120357,661,37234,4,No,3,Fair,3–5 Years,100k+,0,Medium
Kelly Cox,East Mary,107832,705,48043,14,Yes,2,Good,10+ Years,100k+,1,Low
Christopher Brooks,Lewisbury,91592,313,3364,1,No,27,Poor,0–2 Years,80k–99k,0,Medium
Kelsey Mason,Williamsport,68175,608,2588,14,Yes,26,Fair,10+ Years,60k–79k,1,Medium
Melissa Johnson,Port Kristenfurt,34278,434,49531,17,No,1,Poor,10+ Years,<40k,0,Medium
Angela Wagner,Smithside,60340,455,7262,37,No,8,Poor,10+ Years,60k–79k,0,Medium
Cheyenne Obrien,Kristenchester,67762,824,49724,1,Yes,1,Excellent,0–2 Years,60k–79k,1,Medium
Jimmy Garcia,Bennettchester,122662,395,15565,26,No,8,Poor,10+ Years,100k+,0,Medium
Karen Velez,South Andre,67056,808,48681,25,Yes,1,Excellent,10+ Years,60k–79k,1,Medium
Pamela Klein,Walkertown,122141,706,16211,28,Yes,8,Good,10+ Years,100k+,1,Low
Justin Day,Douglasland,142670,397,37758,10,No,4,Poor,6–10 Years,100k+,0,Medium
Tom Watkins,East Richardfort,89510,835,48384,36,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Amy Snyder,Collinsmouth,39329,454,3392,20,No,12,Poor,10+ Years,<40k,0,Medium
Linda Savage,Hannahside,120096,800,36755,31,Yes,3,Excellent,10+ Years,100k+,1,Low
Matthew Morris,Robertsonland,60595,407,28898,4,No,2,Poor,3–5 Years,60k–79k,0,Medium
Peter Martin,East Jamesville,64675,339,28799,31,No,2,Poor,10+ Years,60k–79k,0,Medium
Robert Freeman,Rossport,133262,420,29539,18,No,5,Poor,10+ Years,100k+,0,Medium
Shirley Nelson,Christinastad,133710,469,10274,18,Yes,13,Poor,10+ Years,100k+,1,Medium
Christine Mendez,Aprilview,111927,783,31335,13,Yes,4,Excellent,10+ Years,100k+,1,Low
Tammy Cortez,East Alice,107304,785,1643,20,Yes,65,Excellent,10+ Years,100k+,1,Low
Chris Jones,West Jacquelineborough,116662,396,36240,29,No,3,Poor,10+ Years,100k+,0,Medium
Antonio Harrison,North Michael,135369,531,23607,40,No,6,Poor,10+ Years,100k+,0,Medium
Corey Mitchell,Silvaport,55928,676,41927,25,Yes,1,Fair,10+ Years,40k–59k,1,Medium
Kristina May,North Brittany,85723,405,48884,13,No,2,Poor,10+ Years,80k–99k,0,Medium
Dennis Garcia,Riverashire,45043,583,49317,39,No,1,Poor,10+ Years,40k–59k,0,Medium
Kara Jackson,East Christopher,101376,450,10393,10,No,10,Poor,6–10 Years,100k+,0,Medium
Aaron Miller,East Williammouth,59466,735,44571,30,Yes,1,Good,10+ Years,40k–59k,1,Medium
Jonathan Wilson,Bennettfurt,114886,785,24264,19,Yes,5,Excellent,10+ Years,100k+,1,Low
Emily Miller,East Sonia,49528,584,47618,9,No,1,Poor,6–10 Years,40k–59k,0,Medium
Kristina Henry,Ginaside,149067,745,43735,22,Yes,3,Good,10+ Years,100k+,1,Low
Sean Wyatt,Jessicaborough,64816,495,26064,23,No,2,Poor,10+ Years,60k–79k,0,Medium
Joseph Smith,Markstad,138348,559,33951,0,No,4,Poor,0–2 Years,100k+,0,Medium
Amanda Hill,Sandersview,48643,580,41977,3,No,1,Poor,3–5 Years,40k–59k,0,Medium
Samantha Roy,Osbornmouth,39359,802,12388,30,Yes,3,Excellent,10+ Years,<40k,1,Low
Maria Gardner,North Mikeberg,37816,481,9627,5,No,4,Poor,3–5 Years,<40k,0,Medium
Ryan Brown,West Connorside,51747,584,13725,39,No,4,Poor,10+ Years,40k–59k,0,Medium
Faith Powers,Rachaelburgh,133891,675,34838,0,Yes,4,Fair,0–2 Years,100k+,1,Medium
Jennifer Monroe,North Jameshaven,70319,451,48772,17,No,1,Poor,10+ Years,60k–79k,0,Medium
Jeremy Hill,Lake William,107993,477,42635,0,No,3,Poor,0–2 Years,100k+,0,Medium
Justin Wilson,Carrollland,128167,774,6777,7,Yes,19,Excellent,6–10 Years,100k+,1,Low
Catherine Miller,Brittanytown,138034,473,1684,13,Yes,82,Poor,10+ Years,100k+,1,Medium
Julia Wiley,West Mary,104607,495,49982,8,No,2,Poor,6–10 Years,100k+,0,Medium
James Mitchell,Donaldmouth,67828,723,15808,12,Yes,4,Good,10+ Years,60k–79k,1,Low
Curtis Krause,Heidiview,87560,394,33105,22,No,3,Poor,10+ Years,80k–99k,0,Medium
Hannah May,Gallegosburgh,46299,337,39353,24,No,1,Poor,10+ Years,40k–59k,0,Medium
Keith Chaney,Reedport,91433,512,23425,32,No,4,Poor,10+ Years,80k–99k,0,Medium
Natalie Adams,West Jeffery,120266,567,3060,7,No,39,Poor,6–10 Years,100k+,0,Medium
Lynn Alvarez,Willisstad,69857,686,44142,37,Yes,2,Fair,10+ Years,60k–79k,1,Medium
Erica Garcia,Mistytown,121715,462,28617,30,No,4,Poor,10+ Years,100k+,0,Medium
Elizabeth Owens,Port Andrew,82757,767,39900,36,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Monica Wells,West Jennifer,65683,645,32624,25,No,2,Fair,10+ Years,60k–79k,0,Medium
Wesley Rich,South Ronaldview,95597,710,39867,1,No,2,Good,0–2 Years,80k–99k,0,Low
Christopher Turner,New Karen,100776,433,44477,21,No,2,Poor,10+ Years,100k+,0,Medium
Amy Davis,Port Michael,94722,705,11835,29,Yes,8,Good,10+ Years,80k–99k,1,Low
Charles Andrade,Kyleburgh,87377,541,14324,27,No,6,Poor,10+ Years,80k–99k,0,Medium
David Cohen,Adamburgh,40543,652,7547,30,No,5,Fair,10+ Years,40k–59k,0,Medium
Jennifer Lewis,Barnettmouth,108385,548,7279,24,Yes,15,Poor,10+ Years,100k+,1,Medium
Phillip Anderson,Rachaelchester,35224,703,36003,4,No,1,Good,3–5 Years,<40k,0,Medium
Michael Cordova,East Nicoleburgh,146578,540,25191,23,No,6,Poor,10+ Years,100k+,0,Medium
Rodney Bishop,Melendezbury,86626,441,33764,12,No,3,Poor,10+ Years,80k–99k,0,Medium
Eric Davis,Valdezchester,126276,454,19675,19,No,6,Poor,10+ Years,100k+,0,Medium
Roberto Johnson,Whitefurt,72247,829,7975,29,Yes,9,Excellent,10+ Years,60k–79k,1,Low
Hannah Oconnor,Laratown,109129,464,21907,8,No,5,Poor,6–10 Years,100k+,0,Medium
Janet Gibson,Valdezfurt,62816,732,4572,19,Yes,14,Good,10+ Years,60k–79k,1,Low
Patrick Wilson,Shawfort,33390,643,36063,23,No,1,Fair,10+ Years,<40k,0,Medium
Christopher Coleman,Bergland,41970,453,1455,21,No,29,Poor,10+ Years,40k–59k,0,Medium
Michelle Scott,Grahammouth,60005,588,3611,7,Yes,17,Poor,6–10 Years,60k–79k,1,Medium
Julia Williams,Johnnymouth,118381,603,2542,34,Yes,47,Fair,10+ Years,100k+,1,Medium
Edward Butler,Nguyenton,139570,414,24412,2,No,6,Poor,0–2 Years,100k+,0,Medium
Jennifer Thompson,East Jessicafort,142789,741,19002,22,Yes,8,Good,10+ Years,100k+,1,Low
Melissa Sanchez,Williamsmouth,105392,681,3509,9,Yes,30,Fair,6–10 Years,100k+,1,Medium
Misty Burnett,South Williamland,106955,645,42729,19,Yes,3,Fair,10+ Years,100k+,1,Medium
Alex Clements,Jenniferland,32719,743,8630,12,Yes,4,Good,10+ Years,<40k,1,Low
Whitney Gilbert,Lake Lauren,130238,683,38574,30,Yes,3,Fair,10+ Years,100k+,1,Medium
Timothy Hill,West Walter,118117,346,40624,25,No,3,Poor,10+ Years,100k+,0,Medium
Megan Nelson,Clarkchester,137665,432,19007,17,No,7,Poor,10+ Years,100k+,0,Medium
Richard Reid,East Jeffreymouth,65325,526,5176,39,No,13,Poor,10+ Years,60k–79k,0,Medium
Michael Wilcox,Waltersmouth,105529,698,32169,35,Yes,3,Fair,10+ Years,100k+,1,Medium
Gilbert Reed,Hernandezfort,35273,515,35880,10,No,1,Poor,6–10 Years,<40k,0,Medium
Dawn Johnson,Lake Tommystad,130022,385,14602,33,No,9,Poor,10+ Years,100k+,0,Medium
Edgar Stewart,Johnsonshire,129125,470,41911,22,No,3,Poor,10+ Years,100k+,0,Medium
Jennifer Hubbard,Angelafort,52962,540,25594,34,No,2,Poor,10+ Years,40k–59k,0,Medium
Lawrence Atkinson,South Jefferyville,91669,596,12706,10,Yes,7,Poor,6–10 Years,80k–99k,1,Medium
Victoria Werner,Bellborough,98021,728,40272,17,Yes,2,Good,10+ Years,80k–99k,1,Low
Jack Garcia,Wayneside,115394,701,15752,25,Yes,7,Good,10+ Years,100k+,1,Low
John Mckenzie MD,South Keith,87963,845,22892,29,Yes,4,Excellent,10+ Years,80k–99k,1,Low
Melinda Garcia,Mccannchester,66458,493,42708,1,No,2,Poor,0–2 Years,60k–79k,0,Medium
Brenda Harvey,New Ashleychester,53788,323,22300,39,No,2,Poor,10+ Years,40k–59k,0,Medium
Keith Kennedy,West Andrewfurt,106720,823,13650,10,Yes,8,Excellent,6–10 Years,100k+,1,Low
Nathan Allen,Gilesborough,87132,630,9693,18,Yes,9,Fair,10+ Years,80k–99k,1,Medium
Andre Lane,Sanchezmouth,113202,547,12591,29,No,9,Poor,10+ Years,100k+,0,Medium
Ashley Munoz,Monicaburgh,136724,550,31291,4,No,4,Poor,3–5 Years,100k+,0,Medium
Andrew Rhodes,Atkinsland,94451,727,18041,34,Yes,5,Good,10+ Years,80k–99k,1,Low
Ricardo Holland,South Timothyton,41959,599,27109,2,No,2,Poor,0–2 Years,40k–59k,0,Medium
Mitchell Hunt,Pattersonville,91605,406,10567,16,No,9,Poor,10+ Years,80k–99k,0,Medium
Lauren Moody,West Robert,75607,647,10302,15,Yes,7,Fair,10+ Years,60k–79k,1,Medium
Christine Davis,South Rachelfort,83523,550,18039,21,No,5,Poor,10+ Years,80k–99k,0,Medium
